Code,Description
973.3,"OTHER CATHARTICS, INCLUDING INTESTINAL ATONIA DRUGS"
973.4,DIGESTANTS
973.5,ANTIDIARRHOEAL DRUGS
973.6,EMETICS
973.8,OTHER
973.9,UNSPECIFIED
974,"POISONING BY WATER, MINERAL AND URIC ACID METABOLISM DRUGS"
974.0,MERCURIAL DIURETICS
974.1,PURINE DERIVATIVE DIURETICS
974.2,CARBONIC ACID ANHYDRASE INHIBITORS
974.3,SALURETICS
974.4,OTHER DIURETICS
974.5,"ELECTROLYTIC, CALORIC AND WATER-BALANCE AGENTS"
974.6,"OTHER MINERAL SALTS, NOT ELSEWHERE CLASSIFIED"
974.7,URIC ACID METABOLISM DRUGS
975,POISONING BY AGENTS PRIMARILY ACTING ON THE SMOOTH AND SKELETAL MUSCLES
975,AND RESPIRATORY SYSTEM
975.0,OXYTOCIC AGENTS
975.1,SMOOTH MUSCLE RELAXANTS
975.2,SKELETAL MUSCLE RELAXANTS
975.3,OTHER AND UNSPECIFIED DRUGS ACTING ON MUSCLES
975.4,ANTITUSSIVES
975.5,EXPECTORANTS
975.6,ANTI-COMMON-COLD DRUGS
975.7,ANTIASTHMATICS
975.8,OTHER AND UNSPECIFIED RESPIRATORY DRUGS
976,"POISONING BY AGENTS PRIMARILY AFFECTING SKIN AND MUCOUS MEMBRANE, OPHTHALMOLOGICAL, OTORHINOLARYNGOLOGICAL AND DENTAL DRUGS"
976.0,LOCAL ANTI-INFECTIVES AND ANTI-INFLAMMATORY DRUGS
976.1,ANTIPRURITICS
976.2,LOCAL ASTRINGENTS AND LOCAL DETERGENTS
976.3,"EMOLLIENTS, DEMULCENTS AND PROTECTANTS"
976.4,"KERATOLYTICS, KERATOPLASTICS, OTHER HAIR TREATMENT DRUGS AND PREPARATIONS"
976.5,EYE ANTI-INFECTIVES AND OTHER EYE DRUGS
976.6,"ANTI-INFECTIVES AND OTHER DRUGS AND PREPARATIONS FOR EAR, NOSE
AND THROAT"
976.7,DENTAL DRUGS TOPICALLY APPLIED
976.8,OTHER
976.9,UNSPECIFIED
977,POISONING BY OTHER AND UNSPECIFIED DRUGS AND MEDICAMENTS
977.0,DIETETICS
977.1,LIPOTROPIC DRUGS
977.2,"ANTIDOTES AND CHELATING AGENTS, NOT ELSEWHERE CLASSIFIED"
977.3,ALCOHOL DETERRENTS
977.4,PHARMACEUTICAL EXCIPIENTS
977.8,OTHER DRUGS AND MEDICAMENTS
977.9,UNSPECIFIED DRUG OR MEDICAMENT
978,POISONING BY BACTERIAL VACCINES
978.0,BCG
978.1,TYPHOID AND PARATYPHOID
978.2,CHOLERA
978.3,PLAGUE
978.4,TETANUS
978.5,DIPHTHERIA
978.6,"PERTUSSIS VACCINE, INCLUDING COMBINATIONS WITH A PERTUSSIS COMPONENT"
978.8,OTHER AND UNSPECIFIED BACTERIAL VACCINES
978.9,"MIXED BACTERIAL VACCINES, EXCEPT COMBINATIONS WITH A PERTUSSIS  COMPONENT"
979,POISONING BY OTHER VACCINES AND BIOLOGICAL SUBSTANCES
979.0,SMALLPOX VACCINE
979.1,RABIES VACCINE
979.2,TYPHUS VACCINE
979.3,YELLOW FEVER VACCINE
979.4,MEASLES VACCINE
979.5,POLIOMYELITIS VACCINE
979.6,OTHER AND UNSPECIFIED VIRAL AND RICKETTSIAL VACCINES
979.7,"MIXED VIRAL-RICKETTSIAL AND BACTERIAL VACCINES, EXCEPT COMBINATIONS"
979.7,WITH A PERTUSSIS COMPONENT
979.9,OTHER AND UNSPECIFIED VACCINES AND BIOLOGICAL SUBSTANCES
980,TOXIC EFFECT OF ALCOHOL
980.0,ETHYL ALCOHOL
980.1,METHYL ALCOHOL
980.2,ISOPROPYL ALCOHOL
980.3,FUSEL OIL
980.8,OTHER
980.9,UNSPECIFIED
981,TOXIC EFFECT OF PETROLEUM PRODUCTS
982,TOXIC EFFECT OF SOLVENTS OTHER THAN PETROLEUM-BASED
982.0,BENZENE AND HOMOLOGUES
982.1,CARBON TETRACHLORIDE
982.2,CARBON DISULFIDE
982.3,OTHER CHLORINATED HYDROCARBON SOLVENTS
982.4,NITROGLYCOL
982.8,OTHER
983,"TOXIC EFFECT OF CORROSIVE AROMATICS, ACIDS AND CAUSTIC ALKALIS"
983.0,CORROSIVE AROMATICS
983.1,ACIDS
983.2,CAUSTIC ALKALIS
983.9,"CAUSTIC, UNSPECIFIED"
984,TOXIC EFFECT OF LEAD AND ITS COMPOUNDS (INCLUDING FUMES)
984.0,INORGANIC LEAD COMPOUNDS
984.1,ORGANIC LEAD COMPOUNDS
984.8,OTHER
984.9,UNSPECIFIED
985,TOXIC EFFECT OF OTHER METALS
985.0,MERCURY AND ITS COMPOUNDS
985.1,ARSENIC AND ITS COMPOUNDS
985.2,MANGANESE AND ITS COMPOUNDS
985.3,BERYLLIUM AND ITS COMPOUNDS
985.4,ANTIMONY AND ITS COMPOUNDS
985.5,CADMIUM AND ITS COMPOUNDS
985.6,CHROMIUM
985.8,OTHER
985.9,UNSPECIFIED
986,TOXIC EFFECT OF CARBON MONOXIDE
987,"TOXIC EFFECT OF OTHER GASES, FUMES OR VAPOURS"
987.0,LIQUEFIED PETROLEUM GASES
987.1,OTHER HYDROCARBON GAS
987.2,NITROGEN OXIDES
987.3,SULPHUR DIOXIDE
987.4,FREON
987.5,LACRIMOGENIC GAS
987.6,CHLORINE GAS
987.7,HYDROCYANIC ACID GAS
987.8,OTHER
987.9,UNSPECIFIED
988,TOXIC EFFECT OF NOXIOUS SUBSTANCES EATEN AS FOOD
988.0,FISH AND SHELLFISH
988.1,MUSHROOMS
988.2,BERRIES AND OTHER PLANTS
988.8,OTHER
988.9,UNSPECIFIED
989,"TOXIC EFFECT OF OTHER SUBSTANCES, CHIEFLY NONMEDICINAL AS TO SOURCE"
989.0,HYDROCYANIC ACID AND CYANIDES
989.1,STRYCHNINE AND SALTS
989.2,CHLORINATED HYDROCARBONS
989.3,ORGANOPHOSPHATE AND CARBAMATE
989.4,"OTHER PESTICIDES, NOT ELSEWHERE CLASSIFIED"
989.5,VENOM
989.6,SOAPS AND DETERGENTS
989.7,AFLATOXIN AND OTHER MYCOTOXIN (FOOD CONTAMINANTS)
989.8,OTHER
989.9,UNSPECIFIED
990,"EFFECTS OF RADIATION, UNSPECIFIED"
991,EFFECTS OF REDUCED TEMPERATURE
991.0,FROSTBITE OF FACE
991.1,FROSTBITE OF HAND
991.2,FROSTBITE OF FOOT
991.3,FROSTBITE OF OTHER AND UNSPECIFIED SITES
991.4,IMMERSION FOOT
991.5,CHILBLAINS
991.6,HYPOTHERMIA
991.8,OTHER
991.9,UNSPECIFIED
992,EFFECTS OF HEAT AND LIGHT
992.0,HEAT STROKE AND SUNSTROKE
992.1,HEAT SYNCOPE
992.2,HEAT CRAMPS
992.3,"HEAT EXHAUSTION, ANHYDROTIC"
992.4,HEAT EXHAUSTION DUE TO SALT DEPLETION
992.5,"HEAT EXHAUSTION, UNSPECIFIED"
992.6,"HEAT FATIGUE, TRANSIENT"
992.7,HEAT OEDEMA
992.8,OTHER HEAT EFFECTS
992.9,UNSPECIFIED
993,EFFECTS OF AIR PRESSURE
993.0,"BAROTRAUMA, OTITIC"
993.1,"BAROTRAUMA, SINUS"
993.2,OTHER AND UNSPECIFIED EFFECTS OF HIGH ALTITUDE
993.3,CAISSON DISEASE
993.4,EFFECTS OF AIR PRESSURE CAUSED BY EXPLOSION
993.8,OTHER
993.9,UNSPECIFIED
994,EFFECTS OF OTHER EXTERNAL CAUSES
994.0,EFFECTS OF LIGHTNING
994.1,DROWNING AND NONFATAL SUBMERSION
994.2,EFFECTS OF HUNGER
994.3,EFFECTS OF THIRST
994.4,EXHAUSTION DUE TO EXPOSURE
994.5,EXHAUSTION DUE TO EXCESSIVE EXERTION
994.6,MOTION SICKNESS
994.7,ASPHYXIATION AND STRANGULATION
994.8,ELECTROCUTION AND NONFATAL EFFECTS OF ELECTRIC CURRENT
994.9,OTHER
995,CERTAIN ADVERSE EFFECTS NOT ELSEWHERE CLASSIFIED
995.0,ANAPHYLACTIC SHOCK
995.1,ANGIONEUROTIC OEDEMA
995.2,"UNSPECIFIED ADVERSE EFFECT OF DRUG, MEDICAMENT AND BIOLOGICAL"
995.3,"ALLERGY, UNSPECIFIED"
995.4,SHOCK DUE TO ANAESTHESIA
995.5,CHILD MALTREATMENT SYNDROME
995.8,OTHER SPECIFIED ADVERSE EFFECTS NOT ELSEWHERE CLASSIFIED
996,COMPLICATIONS PECULIAR TO CERTAIN SPECIFIED PROCEDURES
996.0,"MECHANICAL COMPLICATION OF CARDIAC DEVICE, IMPLANT AND GRAFT"
996.1,"MECHANICAL COMPLICATION OF OTHER VASCULAR DEVICE, IMPLANT AND GRAFT"
996.2,"MECHANICAL COMPLICATION OF NERVOUS SYSTEM DEVICE, IMPLANT AND GRAFT"
996.3,"MECHANICAL COMPLICATION OF GENITOURINARY DEVICE, IMPLANT AND GRAFT"
996.4,"MECHANICAL COMPLICATION OF INTERNAL ORTHOPAEDIC DEVICE, IMPLANT AND GRAFT"
996.5,"MECHANICAL COMPLICATION OF OTHER SPECIFIED PROSTHETIC DEVICE, IMPLANT AND GRAFT"
996.6,"INFECTION AND INFLAMMATORY REACTION DUE TO INTERNAL PROSTHETIC DEVICE, IMPLANT AND GRAFT"
996.7,"OTHER COMPLICATIONS OF INTERNAL PROSTHETIC DEVICE, IMPLANT AND GRAFT"
996.8,COMPLICATIONS OF TRANSPLANTED ORGAN
996.9,COMPLICATIONS OF REATTACHED EXTREMITY
997,"COMPLICATIONS AFFECTING SPECIFIED BODY SYSTEMS, NOT ELSEWHERE CLASSIFIED"
997.0,CENTRAL NERVOUS SYSTEM COMPLICATIONS
997.1,CARDIAC COMPLICATIONS
997.2,PERIPHERAL VASCULAR COMPLICATIONS
997.3,RESPIRATORY COMPLICATIONS
997.4,GASTROINTESTINAL COMPLICATIONS
997.5,URINARY COMPLICATIONS
997.6,LATE AMPUTATION STUMP COMPLICATION
997.9,"COMPLICATIONS AFFECTING OTHER SPECIFIED BODY SYSTEMS,
NOT ELSEWHERE CLASSIFIED"
998,"OTHER COMPLICATIONS OF PROCEDURES, NOT ELSEWHERE CLASSIFIED"
998.0,POSTOPERATIVE SHOCK
998.1,HAEMORRHAGE OR HAEMATOMA COMPLICATING A PROCEDURE
998.2,ACCIDENTAL PUNCTURE OR LACERATION DURING A PROCEDURE
998.3,DISRUPTION OF OPERATION WOUND
998.4,FOREIGN BODY ACCIDENTALLY LEFT DURING A PROCEDURE
998.5,POSTOPERATIVE INFECTION
998.6,PERSISTENT POSTOPERATIVE FISTULA
998.7,ACUTE REACTION TO FOREIGN SUBSTANCE ACCIDENTALLY LEFT DURING A  PROCEDURE
998.8,"OTHER SPECIFIED COMPLICATIONS OF PROCEDURES, NOT ELSEWHERE CLASSIFIED"
998.9,"UNSPECIFIED COMPLICATION OF PROCEDURE, NOT ELSEWHERE CLASSIFIED"
999,"COMPLICATIONS OF MEDICAL CARE, NOT ELSEWHERE CLASSIFIED"
999.0,GENERALIZED VACCINIA
999.1,AIR EMBOLISM
999.2,OTHER VASCULAR COMPLICATIONS
999.3,OTHER INFECTION
999.4,ANAPHYLACTIC SHOCK DUE TO SERUM
999.5,OTHER SERUM REACTION
999.6,ABO INCOMPATIBILITY REACTION
999.7,RH INCOMPATIBILITY REACTION
999.8,OTHER TRANSFUSION REACTION
999.9,"OTHER AND UNSPECIFIED COMPLICATIONS OF MEDICAL CARE, NOT ELSEWHERE CLASSIFIED"
